284.63,1.4454,0.12,137.15,81.085,87.565,0.73447,0.50813,0.29583,0.112,0.192,1.4,0.072,0.128,1.2857,0.04,0.072,0.1568,0.4864
302.05,1.3152,0.128,117.68,76.736,79.114,0.69713,0.53006,0.25826,0.08,-0.392,-0.16949,0.024,-0.448,-0.050847,0,-0.472,-0.4848,1.0944
299.82,1.444,0.112,116.06,74.085,94.947,0.73363,0.50806,0.28901,0.088,0.144,1.5714,0.04,0.064,1.6667,0,0.024,0.1488,0.4848
298.33,1.4314,0.12,132.14,80.264,94.937,0.73457,0.5132,0.29779,0.096,0.168,1.3333,0.056,0.096,1.4,0.016,0.032,0.1456,0.4192
284.6,1.3993,0.104,124.13,75.265,82.921,0.69983,0.50011,0.27142,0.072,0.12,1.5,0,0.048,0,0,0.048,0.1248,0.384
288.92,1.4637,0.112,122.26,74.246,94.937,0.72768,0.49715,0.29796,0.096,0.152,1.7143,0.056,0.088,1.75,0,0.032,0.1472,0.4864
278.44,1.4085,0.128,107.37,74.035,78.454,0.73598,0.52253,0.29286,0.088,0.144,1.5714,0.032,0.048,2,0,0.016,0.1552,0.4848
337.77,1.4076,0.112,118.08,72.005,105.63,0.7263,0.51597,0.26129,0.08,0.136,1.4286,0.032,0.048,2,0,0.016,0.1536,0.4704
310.31,1.4535,0.112,114.19,71.647,94.343,0.72603,0.49951,0.25913,0.088,0.152,1.375,0.048,0.088,1.2,0,0.04,0.1504,0.488
300.54,1.3633,0.12,118.38,67.711,87.887,0.70088,0.5141,0.2726,0.088,0.144,1.5714,0.048,0.08,1.5,0,0.032,0.1456,0.4816
322.29,1.3894,0.12,110.58,61.424,94.937,0.69088,0.49726,0.23955,0.08,0.136,1.4286,0.04,0.072,1.25,0,0.032,0.1504,0.4528
320.08,1.3313,1.984,108.02,61.513,95.545,0.71035,0.53357,0.28144,0.056,0.088,1.75,0,0.032,0,0,0.032,0.1264,0.3824
310.12,1.3639,0.128,108.31,61.213,92.824,0.69648,0.51067,0.2668,0.072,0.12,1.5,0,0.048,0,0,0.048,0.1536,0.4976
287.12,1.3075,0.528,106.19,56.209,73.356,0.69029,0.52794,0.2629,0.048,-0.312,-0.13333,0,-0.36,0,0,-0.36,-0.4848,1.1168
279.47,1.4404,0.536,107.51,61.164,86.434,0.72345,0.50227,0.29593,0.072,-0.28,-0.20455,0,-0.352,0,0,-0.352,-0.4928,1.1376
280.48,1.3893,0.088,107.89,58.625,82.015,0.73189,0.52679,0.30668,0.064,0.112,1.3333,0,0.048,0,0,0.048,0.1504,0.4864
265.37,1.4335,0.112,106.7,58.066,78.784,0.73273,0.51116,0.30985,0.104,0.168,1.625,0.064,0.112,1.3333,0.04,0.072,0.1504,0.4848
327.85,1.2901,0.112,105.46,58.246,93.364,0.67848,0.5259,0.25466,0.056,0.104,1.1667,0,0.048,0,0,0.048,0.1264,0.3888
285.53,1.4713,0.568,105.61,55.506,82.473,0.75376,0.51232,0.28144,0.12,-0.152,-0.44118,0.064,-0.208,-0.23529,0,-0.272,-0.52,1.2128
372.48,1.3507,0.136,84.596,57.48,89.579,0.74673,0.55283,0.20917,0.112,0.184,1.5556,0.056,0.096,1.4,0,0.04,0.1552,0.5184
534.98,1.1227,0.128,87.044,53.798,84.477,0.66023,0.58806,0.1082,0,0.44,0,0,0.44,0,0,0.44,0.136,0.3968
423.75,1.0628,0.112,88.503,55.123,84.164,0.6105,0.5744,0.16392,0.128,0.208,1.6,0.072,0.128,1.2857,0.04,0.064,0.1392,0.392
321.5,1.4449,0.128,87.903,53.292,88.445,0.72483,0.50163,0.22824,0.064,0.104,1.6,0,0.04,0,0,0.04,0.1264,0.4176
618.15,1.2487,0.112,91.236,60.308,91.063,0.624,0.49971,0.063079,0.096,-0.104,-0.48,0.056,-0.144,-0.28,0.016,-0.184,-0.2176,0.5488
326.8,1.3546,0.56,87.339,53.274,88.655,0.69901,0.51604,0.23433,0.072,-0.184,-0.28125,0,-0.256,0,0,-0.256,-0.4992,1.1792
603.11,1.05,0.136,97.699,62.19,90.769,0.65957,0.62818,0.10438,0,-0.128,0,0,-0.128,0,0,-0.128,0.0912,0.2352
335.99,1.3222,0.12,93.632,60.277,88.619,0.71848,0.54341,0.24572,0.168,0.256,1.9091,0.08,0.144,1.25,0.048,0.088,0.1712,0.5072
404.96,1.2371,0.544,91.117,61.106,83.709,0.652,0.52703,0.15029,0.048,0.08,1.5,0,0.032,0,0,0.032,0.1328,0.4112
488.83,1.1349,0.104,94.646,60.26,84.049,0.69236,0.61004,0.13875,0,0.28,0,0,0.28,0,0,0.28,0.1056,0.2896
332.39,1.3457,0.128,88.432,57.746,87.209,0.67221,0.49951,0.20876,0.16,0.24,2,0.088,0.136,1.8333,0.056,0.08,0.1664,0.5248
310.45,1.4134,0.56,83.952,50.201,89.286,0.71821,0.50813,0.25355,0.104,-0.032,-0.76471,0.056,-0.08,-0.41176,0,-0.136,-0.4928,1.1632
492.3,0.96352,0.096,97.278,65.442,89.652,0.64733,0.67183,0.17699,0,0.024,0,0,0.024,0,0,0.024,0.1664,0.432
618.37,1.4861,0.624,96.377,72.927,111.28,2.9448,1.9815,1.2113,0.112,0.176,1.75,0.056,0.096,1.4,0.016,0.032,0.1536,0.6096
689.38,1.4594,0.576,104.46,88.792,124.49,2.8756,1.9704,1.078,0.064,-0.32,-0.16667,0,-0.384,0,0,-0.384,-0.5248,1.2048
405.41,1.8396,0.016,92.078,50.567,175.59,0.63396,0.34461,0.13448,0.232,-0.152,-0.60417,0.12,-0.264,-0.3125,0.064,-0.32,-0.3696,0.9104
384.38,1.4777,0.056,111.54,53.357,158.07,0.71254,0.4822,0.26367,0.072,0.12,1.5,0.032,0.048,2,0,0.016,0.1488,0.3888
388.49,1.4422,0.072,119.41,57.223,154.38,0.7205,0.49958,0.2706,0.08,0.136,1.4286,0.04,0.064,1.6667,0,0.024,0.1488,0.3904
340.57,1.491,0.04,114.96,55.749,129.9,0.71282,0.47808,0.27133,0.072,0.136,1.125,0.032,0.056,1.3333,0,0.024,0.1488,0.3872
571.02,1.3227,0.504,92.438,51.034,152.72,0.6219,0.47019,0.10976,0.112,0.168,2,0.024,0.032,3,0,0.008,0.1056,0.3152
361.3,1.447,0.04,113.99,53.793,131.55,0.7256,0.50147,0.26862,0.064,0.112,1.3333,0.024,0.032,3,0,0.008,0.144,0.3904
328.9,1.5067,0.064,120.51,58.796,122.95,0.70982,0.47109,0.26737,0.08,0.136,1.4286,0.04,0.064,1.6667,0,0.024,0.1456,0.3968
386.38,1.4581,0.056,118.97,55.619,158.25,0.71987,0.49372,0.27389,0.064,0.112,1.3333,0.016,0.024,2,0,0.008,0.1424,0.4
384.85,1.463,0.048,121.42,60.053,153.63,0.72525,0.49574,0.27021,0.08,0.136,1.4286,0.032,0.056,1.3333,0,0.024,0.144,0.3984
369.79,1.4511,0.056,123.56,61.646,141.53,0.71945,0.49581,0.26969,0.072,0.12,1.5,0.032,0.056,1.3333,0,0.024,0.1472,0.3936
344.7,1.5035,0.04,121.87,59.83,132.22,0.71408,0.47493,0.26606,0.08,0.136,1.4286,0.04,0.072,1.25,0,0.032,0.1456,0.3952
380.66,1.481,0.488,121.17,58.761,153.7,0.71817,0.48492,0.2644,0.104,0.064,-2.6,0.056,0.016,-1.4,0.032,-0.008,-0.4016,0.9456
710.56,1.3169,0.528,165.5,74.15,92.761,2.8565,2.1692,0.91634,0.048,0.08,1.5,0,0.032,0,0,0.032,0.152,0.4688
710.56,1.3169,0.528,165.5,74.15,92.761,2.8565,2.1692,0.91634,0.048,0.08,1.5,0,0.032,0,0,0.032,0.152,0.4688
574.85,1.4266,0.552,179.92,118.29,84.661,2.963,2.077,1.1716,0.096,0.184,1.0909,0.048,0.096,1,0,0.048,0.1904,0.5248
924.07,1.417,0.616,152.25,98.729,166.67,2.9714,2.097,0.90976,0.12,0.224,1.1538,0.056,0.112,1,0,0.056,0.248,0.4816
996.38,1.4265,0.536,130.6,69.709,195.47,2.84,1.9909,0.82725,0.144,-0.2,-0.4186,0.088,-0.256,-0.25581,0,-0.344,-0.5408,1.3328
1111.4,1.2444,0.536,133.29,72.826,195.47,2.6847,2.1574,0.78077,0.104,0.208,1,0,0.104,0,0,0.104,0.2432,0.544
1234.6,1.094,0.536,92.699,51.52,65.867,0.50902,0.4653,0.0099163,0,-0.52,0,0,-0.52,0,0,-0.52,0.0816,0.1392
0,0.92636,1.672,117.64,66.944,51.915,0.45954,0.49606,-0.042979,0.112,0.176,1.75,0.04,0.056,2.5,0,0.016,0.1056,0.3056
0,1.03,0.52,110.42,61.261,87.927,0.53449,0.51892,-0.043041,0,-0.048,0,0,-0.048,0,0,-0.048,0.1488,0.3888
756.07,1.43,0.552,101.6,78.09,150.07,2.9459,2.0601,1.181,0.104,-0.264,-0.28261,0.04,-0.328,-0.1087,0,-0.368,-0.5952,1.3728
817.24,1.4342,0.552,102.56,78.464,150.07,2.9546,2.0601,1.0108,0.096,0.16,1.5,0.032,0.048,2,0,0.016,0.1824,0.5952
1791.7,1.1399,0.536,145.45,95.58,128.85,2.2705,1.9918,0.16877,0.128,-0.44,-0.22535,0.08,-0.488,-0.14085,0,-0.568,-0.3808,0.8864
733.14,1.4528,0.248,103.32,52.333,127.65,2.9909,2.0587,1.0669,0.144,0.24,1.5,0.056,0.112,1,0,0.056,0.2288,0.6016
778.1,1.3469,0.584,131.03,84.309,127.39,2.9869,2.2177,1.0969,0.064,0.12,1.1429,0,0.056,0,0,0.056,0.2256,0.6064
1035.7,1.305,0.032,121.88,61.055,197.37,2.7487,2.1063,0.86528,0.224,0.32,2.3333,0.12,0.192,1.6667,0.088,0.144,0.1568,0.4144
1317.6,1.2617,0.52,110.72,62.99,168.04,2.4303,1.9262,0.38064,0.096,0,-1,0.048,-0.048,-0.5,0,-0.096,-0.4096,0.976
887.31,1.2775,0.504,125.56,126.75,174.59,2.6351,2.0626,1,0.08,0.064,-5,0.032,0.016,-2,0,-0.016,-0.4256,0.9584
1783.6,1.0184,0.504,137.1,55.978,112.81,1.9727,1.9371,0.14106,0,-0.072,0,0,-0.072,0,0,-0.072,0.0864,0.2576
1633.8,1.1954,0.496,113.29,65.111,182.6,2.2491,1.8814,0.25668,0.776,0.696,-9.7,0.032,-0.048,-0.4,0,-0.08,-0.3408,0.7168
613.1,1.6196,0.528,101.32,52.465,95.102,2.5846,1.5959,0.683,0.192,0.256,3,0.112,0.16,2.3333,0.08,0.112,0.1056,0.3936
664.05,1.4643,0.512,86.526,54.226,94.24,2.645,1.8063,0.73913,0.16,0.248,1.8182,0.112,0.176,1.75,0.088,0.136,0.1456,0.3648
734.04,1.2595,0.496,98.052,54.571,105.51,2.6554,2.1082,0.92257,0,0.464,0,0,0.464,0,0,0.464,0.176,0.3808
818.51,1.2655,0.504,77.011,51.297,110.65,2.552,2.0166,0.71189,0.112,0.064,-2.3333,0.064,0.016,-1.3333,0.032,-0.016,-0.4096,0.9616
999.69,1.1884,0.504,114.55,53.564,129.95,2.5373,2.135,0.62826,0.184,0.256,2.5556,0.072,0.12,1.5,0.04,0.072,0.0992,0.2528
851.11,1.1624,0.4,142.96,58.274,78.799,2.2904,1.9705,0.44772,0.48,0.064,-1.1538,0.208,-0.208,-0.5,0.112,-0.304,-0.3808,0.8448
0,0.92342,0.536,155.25,108.86,78.871,1.8093,1.9593,-0.097761,0,-0.264,0,0,-0.264,0,0,-0.264,0.104,0.256
1056.5,1.168,0.544,125.56,92.672,78.323,2.1416,1.8336,0.25006,0.48,0.032,-1.0714,0,-0.448,0,0,-0.448,-0.2512,0.7584
844.07,1.3006,0.192,99.696,87.748,142.25,2.4516,1.8849,0.75194,0.104,-0.36,-0.22414,0.064,-0.4,-0.13793,0.048,-0.416,-0.2464,0.6272
1944.7,0.98357,0.536,123.64,91.26,71.227,1.966,1.9988,0.079756,0.152,-0.36,-0.29688,0.104,-0.408,-0.20313,0,-0.512,-0.3472,0.7472
796.9,1.0802,0.536,132.25,94.369,76.487,2.1155,1.9583,0.48962,0.12,0.176,2.1429,0.056,0.08,2.3333,0,0.024,0.2112,0.3408
1002,1.1145,0.536,130.09,90.718,69.935,2.1553,1.9338,0.27609,0.144,-0.352,-0.29032,0.072,-0.424,-0.14516,0,-0.496,-0.3488,0.9232
1202.8,1.0898,0.256,100.18,91.02,97.432,2.1091,1.9353,0.26738,0.04,-0.392,-0.092593,0,-0.432,0,0,-0.432,-0.1808,0.4288
1294.3,1.1044,0.568,101.91,87.952,107.65,2.1968,1.9891,0.2695,0.128,-0.208,-0.38095,0,-0.336,0,0,-0.336,-0.3344,0.6832
1484.6,0.93268,0.552,98.061,91.644,77.192,1.9603,2.1018,0.16401,0,-0.464,0,0,-0.464,0,0,-0.464,0.096,0.2224
665.29,1.6465,0.576,159.36,50.827,92.258,2.8115,1.7076,0.64425,-0.224,-0.016,-1.0769,-0.224,-0.064,-1.4,0.304,0.432,0.1872,0.4336
1101.9,1.0571,0.576,160.67,54.063,91.718,2.6278,2.4859,0.49478,0.232,-0.064,-0.78378,0.088,-0.208,-0.2973,0.016,-0.28,-0.4384,1.0576
539.07,1.1989,0.584,94.058,51.393,32.433,2.3753,1.9812,0.46433,0.216,-0.224,-0.49091,0.096,-0.344,-0.21818,0.056,-0.384,-0.368,0.8976
922.39,1.1403,0.024,96.481,56.003,108.89,2.1145,1.8543,0.46649,0,-0.152,0,0,-0.152,0,0,-0.152,0.1056,0.1696
0,0.91864,0.072,81.943,56.174,119.63,0.65565,0.71372,-0.078673,-0.16,-0.032,-1.25,0.04,0.168,0.3125,0.024,0.136,0.1344,0.36
0,0.91864,0.072,81.943,56.174,119.63,0.65565,0.71372,-0.078673,0,0.128,0,0.04,0.168,0.3125,0.024,0.136,0.1344,0.36
359.1,1.4049,0.136,114.67,54.84,98.263,0.6802,0.48417,0.18935,0.08,0.16,1,0.032,0.072,0.8,0,0.04,0.1488,0.3376
1112.6,1.2106,0.672,111.18,85.273,106.07,3.1828,2.6292,0.6278,0.112,0.184,1.5556,0.04,0.08,1,0,0.04,0.1728,0.4352
813.69,1.5505,0.024,110.67,88.411,102.75,2.4178,1.5593,0.39998,0.128,-0.08,-0.61538,0.072,-0.136,-0.34615,0.04,-0.168,-0.3312,0.6768
1025.9,1.4299,0.064,96.723,76.698,97.937,2.2396,1.5662,0.24196,0.152,0.256,1.4615,0.112,0.184,1.5556,0.08,0.128,0.1312,0.3632
756.23,1.469,0.552,111.18,89.79,103.84,2.6114,1.7777,0.60822,0.192,0.048,-1.3333,0.192,0.048,-1.3333,0.168,0.024,-0.3104,0.816
1313.6,1.2304,0.544,103.97,61.067,167.6,2.2194,1.8038,0.335,0.128,0.184,2.2857,0.048,0.072,2,0,0.024,0.2432,0.2656
4160.6,1.0191,0.544,112.49,61.211,181.01,1.9421,1.9058,0.040255,0.144,-0.464,-0.23684,0.064,-0.544,-0.10526,0,-0.608,-0.1616,0.4944
0,0.95654,0.544,107.93,59.179,173.82,1.8965,1.9826,-0.024274,0,-0.48,0,0,-0.48,0,0,-0.48,0.0704,0.2288
0,0.93606,0.552,106.81,55.191,163.68,1.7352,1.8537,-0.14539,0,0.136,0,0,0.136,0,0,0.136,0.1232,0.1488
0,0.97382,0.568,109.76,63.332,156.19,1.8487,1.8984,-0.23406,0.176,0.328,1.1579,0.136,0.288,0.89474,0.104,0.256,-0.3296,0.7104
5585.4,0.82784,0.552,126.48,83.025,174.51,2.4873,3.0046,0.053529,0,0.064,0,0,0.064,0,0,0.064,0.1424,0.3424
0,1.1621,0.576,118.5,64.585,170.22,2.0494,1.7635,-0.029387,0.16,0.064,-1.6667,0,-0.096,0,0,-0.096,-0.2848,0.8128
1375.3,1.2197,0.544,117.22,67.896,150.51,2.448,2.007,0.33976,0.168,0.272,1.6154,0.096,0.2,0.92308,0,0.104,-0.4192,1.0416
2302.5,0.84708,0.24,119.19,79.61,172.08,2.0913,2.4688,0.20971,0,-0.2,0,0,-0.2,0,0,-0.2,-0.2736,0.6384
0,0.95956,0.568,107.92,72.765,143.5,1.8664,1.9451,-0.25281,0.16,0.136,-6.6667,0.088,0.064,-3.6667,0.032,0.008,-0.2496,0.6496
2370.9,1.1173,0.56,126.34,76.032,154.21,2.1907,1.9607,0.11179,0,0.232,0,0,0.232,0,0,0.232,0.2848,0.272
0,0.94006,0.552,130.95,78.685,148.51,1.9571,2.0819,-0.11858,0,0.248,0,0,0.248,0,0,0.248,0.24,0.3552
1662.2,1.1521,0.528,130,77.757,146.65,2.202,1.9112,0.20552,0.136,0.288,0.89474,0.096,0.248,0.63158,0.032,0.184,-0.2096,0.608
0,0.8869,0.376,111.88,68.79,155.4,1.8042,2.0343,-0.23781,0,0.104,0,0,0.104,0,0,0.104,0.0688,0.1376
1034,1.1187,0.496,114.35,92.872,109.54,2.2069,1.9727,0.4226,0.088,0.04,-1.8333,0.048,0,-1,0,-0.048,-0.1552,0.4672
562.74,1.7539,0.76,126.67,74.272,93.75,2.7412,1.563,0.76657,0.312,0.24,-4.3333,0.168,0.096,-2.3333,0.128,0.056,-0.4624,1.112
539.91,1.3033,1.08,164.22,68.434,35.377,2.3851,1.83,0.43082,0.08,0.16,1,0,0.08,0,0,0.08,0.136,0.312
610.67,1.4432,0.152,148.54,75.773,78.358,2.7493,1.905,0.80826,0.224,0.352,1.75,0.12,0.224,1.1538,0.088,0.176,0.2064,0.4464
1616.4,0.82306,0.04,85.577,74.291,121.63,2.2139,2.6898,0.35703,0.272,0.136,-2,0.104,-0.032,-0.76471,0.08,-0.056,-0.288,0.6432
926.08,1.3177,0.552,86.314,54.573,102.96,2.5345,1.9235,0.47082,0.176,0.312,1.2941,0,0.136,0,0,0.136,0.136,0.4448
795.23,1.4611,0.016,85.551,51.465,104.73,2.257,1.5448,0.41891,-0.072,0.064,-0.52941,0.12,0.232,1.0714,0.104,0.184,0.1152,0.288
648.33,1.5384,0.544,86.062,57.568,93.119,2.3882,1.5524,0.56594,0.104,0.168,1.625,0.056,0.096,1.4,0.024,0.04,0.0992,0.2192
1370.7,1.0884,0.4,125.65,75.513,61.833,2.2874,2.1017,0.15409,0,0.384,0,0,0.384,0,0,0.384,0.1264,0.4528
1189.6,0.92118,0.592,103.4,64.87,59.603,2.3974,2.6025,0.3024,0,0.336,0,0,0.336,0,0,0.336,0.2224,0.6752
845.44,1.1903,0.392,76.432,56.905,60.069,2.3948,2.0119,0.36059,0.376,0.32,-6.7143,0.168,0.112,-3,0.112,0.056,-0.4688,1.2016
865.53,1.0275,0.36,79.54,59.026,60.695,2.5711,2.5023,0.53775,0.088,0.144,1.5714,0,0.056,0,0,0.056,0.1104,0.4816
0,1.0063,0.368,102.88,56.431,61.261,2.1018,2.0886,-0.019209,0,-0.2,0,0,-0.2,0,0,-0.2,0.1232,0.4464
3726.1,0.89612,0.616,91.996,59.379,60.485,1.9162,2.1383,0.021115,0.096,-0.544,-0.15,0.04,-0.6,-0.0625,0,-0.64,-0.3152,0.7168
1054,1.0066,0.4,98.28,57.864,61.458,2.0042,1.9911,0.23247,0.104,-0.552,-0.15854,0.048,-0.608,-0.073171,0,-0.656,-0.4688,0.8896
783.85,1.1519,0.328,73.898,60.385,64.074,2.3255,2.0188,0.45053,0,-0.616,0,0,-0.616,0,0,-0.616,0.12,0.4576
609.82,1.3081,0.6,105.86,57.642,69.774,2.7281,2.0856,0.86507,0.12,-0.496,-0.19481,0.056,-0.56,-0.090909,0.016,-0.6,-0.5472,1.2384
779.72,1.3254,0.592,112.45,73.038,72.19,2.7202,2.0524,0.53016,0.096,0.152,1.7143,0.04,0.072,1.25,0,0.032,0.1648,0.6576
873.25,1.1529,0.304,79.299,58.585,68.651,2.2939,1.9898,0.37782,0.104,0.176,1.4444,0.04,0.072,1.25,0,0.032,0.1424,0.56
676.93,1.2982,0.248,105.27,60.836,70.608,2.7621,2.1276,0.73936,0.072,-0.32,-0.18367,0,-0.392,0,0,-0.392,-0.6544,1.504
739.21,1.253,0.24,106.45,68.093,72.031,2.5548,2.039,0.58095,0.088,0.152,1.375,0,0.064,0,0,0.064,0.16,0.4976
575460,0.9095,0.288,111.32,72.86,66.3,1.9519,2.1462,9.7752E-07,0,-0.32,0,0,-0.32,0,0,-0.32,0.0928,0.3008
1339.8,1.0088,0.264,106.07,78.473,72.594,2.0772,2.0591,0.18177,0,-0.296,0,0,-0.296,0,0,-0.296,0.1248,0.3744
883.61,1.4418,0.248,121.78,93.05,74.177,2.9671,2.0579,0.42647,0.096,0.184,1.0909,0.048,0.088,1.2,0,0.04,0.1952,0.616
991.65,1.1868,0.272,118.83,85.044,70.259,2.3851,2.0098,0.3059,0.104,0.192,1.1818,0.048,0.104,0.85714,0,0.056,0.1264,0.3872
995.19,0.96809,0.232,136.52,94.556,73.774,2.2562,2.3306,0.42886,0.096,-0.032,-0.75,0.04,-0.088,-0.3125,0,-0.128,-0.4624,0.9504
1444.2,0.80824,0.592,126.46,101.68,73.567,1.9237,2.3801,0.2118,0,-0.2,0,0,-0.2,0,0,-0.2,0.0784,0.2208
1091,1.0642,0.272,115.29,82.299,71.204,2.2232,2.0891,0.27677,0.072,-0.048,-0.6,0,-0.12,0,0,-0.12,-0.3136,0.6624
988.99,1.0639,0.256,123.77,83.032,70.674,2.1152,1.9882,0.30277,0,0.072,0,0,0.072,0,0,0.072,0.0928,0.256
1175.7,1.0427,0.312,110.23,75.214,68.101,2.1536,2.0655,0.22279,0,0.232,0,0,0.232,0,0,0.232,0.0944,0.2832
1047.2,0.97616,0.344,120.82,80.034,64.587,1.9863,2.0348,0.25847,0.104,0.184,1.3,0.048,0.088,1.2,0,0.04,0.1312,0.4112
1080.1,1.0969,0.576,119.7,83.216,67.951,2.2305,2.0335,0.25528,0,-0.08,0,0,-0.08,0,0,-0.08,0.1264,0.4128
551.54,1.3219,0.312,122.99,83.561,66.207,2.7626,2.0898,1.0076,0.112,0.184,1.5556,0.04,0.064,1.6667,0,0.024,0.1936,0.6976
736.52,1.2445,0.576,114.28,83.78,79.66,2.5142,2.0202,0.6353,0.072,0.128,1.2857,0,0.056,0,0,0.056,0.1904,0.584
654.68,1.3046,0.176,113.89,78.355,80.82,2.6113,2.0016,0.80082,0.104,0.176,1.4444,0.048,0.088,1.2,0,0.04,0.1648,0.432
758.08,1.2056,0.144,121.46,88.829,82.344,2.4467,2.0294,0.62552,0.056,0.096,1.4,0,0.04,0,0,0.04,0.144,0.4272
750.08,1.1269,0.144,121.17,87.373,82.426,2.4261,2.1529,0.71981,0.096,0.168,1.3333,0.048,0.088,1.2,0,0.04,0.1968,0.5424
770.8,1.1952,0.568,110.32,89.493,83.397,2.4369,2.0388,0.61848,0.048,0.088,1.2,0,0.04,0,0,0.04,0.1712,0.3776
0,1.0202,0.584,131.46,92.015,66.671,2.1884,2.145,-0.028962,0.056,-0.344,-0.14,0,-0.4,0,0,-0.4,-0.5248,1.1056
2648.7,0.90911,0.328,108.19,71.172,64.448,1.8428,2.0271,0.04001,0,-0.488,0,0,-0.488,0,0,-0.488,0.0976,0.2816
2008.2,1.0596,0.328,92.652,77.191,64.42,2.1645,2.0427,0.070655,0,-0.432,0,0,-0.432,0,0,-0.432,0.1536,0.408
1155,0.99081,0.312,83.539,73.414,65.137,1.9265,1.9444,0.19569,0,-0.44,0,0,-0.44,0,0,-0.44,0.1104,0.3344
1768.1,0.92985,0.328,109.27,75.19,66.31,1.8502,1.9898,0.08902,0.104,0.176,1.4444,0.056,0.096,1.4,0,0.04,0.088,0.2896
0,0.90622,0.304,114.96,74.359,67.744,1.843,2.0337,-0.029726,0,-0.072,0,0,-0.072,0,0,-0.072,0.0864,0.296
1321.8,0.99477,0.36,121.86,76.805,63.254,2.0835,2.0945,0.16835,0,-0.264,0,0,-0.264,0,0,-0.264,0.2032,0.376
1952.2,1.067,0.632,85.045,56.194,67.418,2.107,1.9747,0.073117,0.096,-0.448,-0.17647,0.056,-0.488,-0.10294,0.024,-0.52,-0.3792,0.7728
0,0.88461,0.584,104.29,59.968,64.026,1.8061,2.0416,-0.15053,0,-0.44,0,0,-0.44,0,0,-0.44,0.1424,0.2368
0,1.0324,0.336,141.32,54.661,65.289,2.0708,2.0059,-0.047001,0.112,0.216,1.0769,0.072,0.144,1,0.024,0.032,0.1488,0.3792
0,0.95483,0.312,129.3,63.692,68.656,1.9,1.9899,-0.012246,0.12,-0.056,-0.68182,0.08,-0.096,-0.45455,0.016,-0.16,-0.2672,0.6272
0,0.94737,0.336,125.96,63.166,68.149,1.9063,2.0122,-0.17058,0,-0.144,0,0,-0.144,0,0,-0.144,-0.2288,0.7088
